feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
-0.4440639492851563,-0.1771438729961199,0.17414807452605657,0.982370273364643,0.7268030033961372,0.05061514053325662,0.6126220504127318,-1.0590392889176754,-0.830932516547755,-0.6783746933657486,-1.2110180714933578,0.3118120900296587,-0.9342434634204458,-0.5070344988247197,0.6849400992119122,-0.6638603849633152,1.0707810936531534,0.43410303060305805,0.22912652016404655,-0.21201679546149158,1.511545558560063,-1.2626109332229545,-1.1401123480196063,2.5096662275701385,-0.2265012199241375,-0.21316548382588862,-1.1069870805404118,1.2847966391788241,1.6323273801746139,0.9079355399322766
-0.7313429764775004,-0.28632924944335014,1.5760596156181903,1.4754597439763208,-0.011599369714870897,-0.02830736712683181,1.4905554778185361,-1.770614817688613,1.9924750064784034,-0.353300937993915,-0.740610453775852,-2.3644547697458647,-0.08010169683578332,-1.2895355971861704,0.6972596690369628,-1.5375308853431218,0.9815496759555679,1.7520991581684924,-0.03359201751672419,-2.1005093090804037,-0.68038392628536,0.21260412572645293,0.0324065357987524,2.834192435244937,-0.904463078642527,-2.0365279923772053,0.3382139609659949,0.6782716132886959,-0.023812321914076204,-0.6025163158208348
-0.7638529037613324,0.25708567438005003,-0.755277840508779,0.501173963449764,1.377027834280638,0.923553149920147,-1.0273796657879464,1.850310452597571,-0.8074211215108198,1.2247744332955597,-0.6979792052309441,1.368494695331171,-1.1166077654478463,2.725118363479111,-3.6353604070877985,0.9088489756444675,-0.7603736911185466,2.1438036548406263,0.2858797358076689,1.621625935116651,-0.10625580301618166,-1.3847060928824009,0.8700101640297552,0.7926717324066299,0.9679355888397039,-1.4334227389247702,-0.23118970980150416,0.08936481515752992,3.04596522954999,0.8131687023445083
-2.2984005479727476,-0.45461827080474404,-0.7403941103446527,-0.5179673067746733,0.02095310625655436,-0.14920294456957883,1.1663919616317657,-0.6426847067506365,1.5035369116654886,1.4065273630847301,-0.45891623418630056,0.25822424273780364,2.1387639555950524,1.713542498051202,-0.02752090304931623,0.35431990702197624,0.6798546014749283,-1.1750270844399406,-0.6826566905116581,-1.5878249443859749,-0.08868607445044785,-2.0096230187949042,-0.7001774399788054,-0.41432602687958947,0.5576916653919546,-1.9585012623702078,-0.1600653001112991,-0.12956545633718775,-2.1358436094680333,-0.35032805575454157
-0.6953299898987914,-0.4153800983293564,1.2429062411033298,0.5101912838327836,-0.01993465462598798,-0.21145693841109875,1.417099808804005,1.5447317090156714,1.3044474890943736,2.0920917698966983,0.7579307383059131,1.2107391679508934,1.3736877284200681,0.2743777125415769,-1.370166538758492,0.718640515200986,-1.7660956003011825,0.9447110035904348,-0.17225907534324164,0.920125688798778,-1.1500396450166406,-0.6505343776408521,0.8370151030093538,0.1263315315497538,2.1994352007695293,-0.2388820952645379,-0.4748585031161613,-0.6636434364432501,-2.263092923461441,1.428995348677078
0.6875543792347101,1.2067913870335907,-0.2521394246031755,-0.5188507586718639,-0.5156084210128483,-0.3982442178884037,0.46681710145948097,-2.105671530541325,0.8833603656387574,-0.0749630977811219,-1.09175160113032,-0.4274588421855689,0.7309426514529516,0.2897734174428509,0.843150941142917,1.6046688322428198,0.32265231230781605,1.890622631977562,1.399068584311522,0.501727096631078,-0.10494319615060169,1.268351890689539,-0.48703876335787816,0.6962213773868047,-0.8212093971129136,0.037339617687997886,-0.23370817558697646,-0.2198684938483162,-1.5953545660884367,1.3523315107906202
2.9952530350943083,-0.2919952213341159,-1.3389260936992122,0.1828426120015077,0.8497652675274106,0.28849919033826676,-0.39340877404949837,2.9871812349421525,-0.45237833574397157,3.1312329472260902,0.932295632425203,0.349698782324764,1.6173907779635228,-0.6903719173302698,0.5362094717642728,0.28806276992419416,0.3279322552224626,0.23391666671669453,0.8936588150648906,1.482544633911787,-0.693647192542813,1.866825583059684,-0.7432633100733516,0.831621482248337,0.6432984823836734,-0.1332522064477208,0.7616353257445732,0.34159056449160885,-1.0263536644002742,0.24196706345200716
0.4823369664874166,0.48239290264602624,0.6170857931384083,1.6281761103923253,0.5524961668546149,0.6624985593678,0.9786006329594168,-0.0918009984777681,2.1358344381326324,-0.7395212001983644,-0.2044341478635725,-1.338154917850434,0.39392391436656893,-1.4396630127626944,-3.7295711712907758,3.0737293454311345,0.2771808395733635,0.985027865136815,-0.6561508317613346,-0.19977617855751828,-0.7098761922178016,1.55573694742832,0.5043461962043638,0.6395531404562353,-0.4682126409987959,1.686767511091304,-2.236511601333574,0.34700128256082996,0.46052263777302904,-2.081838721409608
0.20282934819015214,-0.9519528626589545,-1.7770788793328143,1.328221521466043,-1.1924399537408175,1.5024104340653694,-0.522353695759437,0.450363765582512,1.3261992602633401,2.807073734714095,0.7406748542097528,-0.8904872507773602,0.2290649865698052,1.545483535315232,0.7262969013892562,1.3893367019482428,1.4830390040845702,1.1959673454212771,-0.7542181500095537,-1.0610511191293177,-1.8238437490070583,0.09167578110526953,0.8036855283296415,3.6456444496130667,-0.12402081853879124,-0.1415321324563112,0.15506305731972445,-0.24938680110108322,-0.32847781481405486,-0.05878668346582491
-0.6382036322197189,-0.5022368319667856,1.6642801795780027,0.9261195047123914,0.46267095511565426,0.5665098893475738,0.05749935080582712,-1.2701380115766558,-0.3258775444840183,1.9902980020849688,-0.25111181174732994,-1.2248884730807132,-0.4578187980218369,1.3950217440489219,-0.3485214875650021,-2.5588541241913085,-1.9130411545351367,0.5011464284812429,0.9066144924091218,-1.4334661939968036,0.5177654819557017,0.9926014310060866,-0.7610117516461233,3.8907470771609507,1.133778193566513,-1.2093482123371153,-0.6203133957612893,0.9671658317635935,-0.5612695053236822,1.3490827723576337
-0.6389333095283392,-1.3150503574516492,0.22305732011657053,0.0648602208968388,0.28027429416913346,1.260078544804247,-0.37859806068216445,-0.14682820050556183,0.7952018516584414,-0.19251447774218028,0.8061723036278983,-0.8546559611989141,0.541944517017457,-1.1390602786756685,2.010225582815596,2.9570225557271757,0.5211023770523744,-2.3083230864015025,-0.39884124881402355,-1.0738534874583339,1.8335291941635294,-1.7439250752367679,-0.4622166173559583,-0.9029388190315326,-0.3226919713057445,-0.47835220553160185,0.6513266307937053,-0.6400133759029206,0.8894332414358164,-0.8514036564758659
